name,address,city,state,zip,phone,website,latitude,longitude,scope,source,facility_type,primary_focus,substances,age_groups,identity_factors,insurance,settings,therapy_approaches,languages
"Ida Cristina Zarraga-Forsyth,",161 Jackson Street,Lowell,MA,1852,978-937-9700,,42.6422,-71.3115,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Surjit Singh Maniktala, M.D.",20 Turning Mill Road,Sharon,MA,2067,617-755-8550,,42.0844,-71.2159,national,findtreatment.gov,BUPREN,,,,,,,,english
"Scott Gordon Weiner, MD",Brigham and Women's Hospital,Boston,MA,2115,617-732-5640,,42.3359,-71.1072,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Harold LeRoy Altvater, M.D.",421 Merrimack Street,Methuen,MA,1844,970-335-8290,,42.748,-71.1273,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Karen Ann Casper, M.D.",PO BOX 2115,VINEYARD HAVEN,MA,2568,508-957-0111,,41.4543,-70.6036,national,findtreatment.gov,BUPREN,,,,,,,,english
"Vani s Reddi,",451 Andover Street,Northandover,MA,1845,978-725-3636,,42.6732,-71.1267,national,findtreatment.gov,BUPREN,,,,,,,,english
Seaport,505 Congress St,Boston,MA,2210,617-464-7620,,42.34796149,-71.04105287,national,findtreatment.gov,HRSA,,,,,,,,english
86 White Street,86 White St,Boston,MA,2128,617-569-5800,,42.38096612,-71.03492201,national,findtreatment.gov,HRSA,,,,,,,,english
"John Robert Torro,",34 Haverhill Street,Lawrence,MA,1841,978-683-3491,,42.7118,-71.1519,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Blair Cooke Roberts, MD",34 Haverhill Street,North Andover,MA,1841,978-686-0090,,42.7119,-71.152,national,findtreatment.gov,BUPREN,,,,,,,,english
EMMAUS HOUSE,150 How St,Haverhill,MA,1830,978-725-7400,https://www.glfhc.org,42.77728148,-71.08165917,national,findtreatment.gov,HRSA,,,,,,,,english
Whittier Engagement Center,1290 Tremont Street,Roxbury Crossing,MA,2120,617-427-1000,,42.33295973,-71.09207595,national,findtreatment.gov,HRSA,,,,,,,,english
CHP Adams Family Dental,19 Depot St,Adams,MA,1220,413-307-6044,https://www.chpberkshires.org/,42.62371291,-73.11875015,national,findtreatment.gov,HRSA,,,,,,,,english
"Nancy Torres-Finnerty, MD",780 Albany Street,Boston,MA,2118,857-654-1000,,42.3337,-71.0726,national,findtreatment.gov,BUPREN,,,,,,,,english
"Zafeer Baqtiyar Baber,",41 Burlington Mall Road,Burlington,MA,1805,781-901-3367,,42.4845,-71.205,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Timothy Simonds Naimi, M.D.",10 craftsland Road,chestnut hill,MA,2467,404-617-7748,,42.3164,-71.1719,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Elizabeth Maude Lidstone-Jayanath, MD",Community Health Connections,Fitchburg,MA,1420,978-878-8300,,42.5974,-71.8076,national,findtreatment.gov,BUPREN,,,,,,,,english
North Quabbin Pharmacy,119 New Athol Road,Orange,MA,1364,413-325-8500,https://www.chcfc.org,42.5837728,-72.26435359,national,findtreatment.gov,HRSA,,,,,,,,english
Harwich Port Health Center,710 Route 28,Harwich Port,MA,2646,508-905-2800,https://www.outercape.org,41.67037942,-70.0601542,national,findtreatment.gov,HRSA,,,,,,,,english
"Rubaina Zaman,",330 Brookline Ave,Boston,MA,2215,724-422-9186,,42.7118,-71.1519,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Barbara Marie Krause, MD",Martha's Vineyard Hospital,Oak Bluffs,MA,2557,508-696-5700,,41.4604,-70.5809,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Satkiran Singh Grewal, MD",900 Memorial Avenue,West Springfield,MA,1089,413-567-2031,,42.0955,-72.6128,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Sharif R. Nankoe, M.D.","Spectrum Health Systems, 10 Mechanic Street, Suite 302",Worcester,MA,1608,508-792-5400,,44.5439,-73.1479,national,findtreatment.gov,BUPREN,,,,,,,,english
450 Washington Street,450 Washington St,Dorchester,MA,2124,617-825-9660,https://www.codman.org,42.29588733,-71.07186114,national,findtreatment.gov,HRSA,,,,,,,,english
Mobile Van #2,636 Columbia Rd,Dorchester,MA,2125,617-287-8000,https://www.uphams.org,42.3182893,-71.0638457,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. John Catl Kuehnle, M.D.",4 Hurlbut Street,cambridge,MA,2138,857-998-9602,,42.3836,-71.1204,national,findtreatment.gov,BUPREN,,,,,,,,english
LYNN ENGLISH HIGH SCHOOL,50 Goodridge St,Lynn,MA,1902,781-598-8128,https://lchcnet.org/aboutus,42.47758008,-70.94445286,national,findtreatment.gov,HRSA,,,,,,,,english
"Michael Paul Zaccagnino, MD",MGH Department of Anesthesia,Boston,MA,2114,617-724-3800,,42.3653,-71.0646,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Alan Clark Stefanini, MD",80 Birch Street,Greenfield,MA,1301,413-773-8867,,42.0952,-72.5094,national,findtreatment.gov,BUPREN,,,,,,,,english
St. Anthony Shrine,100 Arch St,Boston,MA,2110,857-654-1800,,42.35468868,-71.05858974,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. Priyank Jain, M.D.",1 Longfellow Place,Boston,MA,2114,650-336-4873,,42.3637,-71.0647,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nicole O'Connor,",195 Canal Street,Malden,MA,2148,781-338-0500,,42.4199,-71.0728,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jennifer Greenwold,",26 Central Street,Somerville,MA,2143,617-591-0914,,42.3851,-71.106,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Mary Watson Montgomery, M.D.",75 Francis Street,Boston,MA,2115,617-732-8881,,42.3361,-71.1067,national,findtreatment.gov,BUPREN,,,,,,,,english
CHP Berkshire Pediatrics,777 North Street,Pittsfield,MA,1201,413-499-8531,,42.46058531,-73.24907935,national,findtreatment.gov,HRSA,,,,,,,,english
Dimock Gatehouse Admin,30 Dimock Street,Roxbury,MA,2119,617-442-8800,,42.31938318,-71.0962866,national,findtreatment.gov,HRSA,,,,,,,,english
"Alexandra Rose Clifton Oxnard,",26 Central Street,Somerville,MA,2143,617-665-3370,,42.3851,-71.106,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jean Itaney Toussaint,",700 Essex street,Lawrence,MA,1841,978-689-2400,,42.702,-71.1721,national,findtreatment.gov,BUPREN,,,,,,,,english
CLASSICAL HIGH SCHOOL,235 Ocallaghan Way,Lynn,MA,1905,781-592-8634,https://lchcnet.org/aboutus,42.46525039,-70.98527416,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. Richard D. Smith, M.D.",Baystate medical Associates inc,Brockton,MA,2301,508-857-1466,,42.0514,-71.0117,national,findtreatment.gov,BUPREN,,,,,,,,english
Woods Mullen Shelter,794 Massachusetts Ave,Boston,MA,2118,617-534-7101,,42.33348087,-71.07237185,national,findtreatment.gov,HRSA,,,,,,,,english
NORTH END WATERFRONT HEALTH,332 Hanover St,Boston,MA,2113,617-643-8085,https://www.northendwaterfronthealth.org,42.36471528,-71.05371147,national,findtreatment.gov,HRSA,,,,,,,,english
155 Addison Street,155 Addison St,Boston,MA,2128,617-569-5800,https://www.ebnhc.org,42.38499236,-71.01523913,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. Rachel Marie Hardenstine, MD",63 Main Street,Brockton,MA,2301,508-559-6699,,42.0843,-71.0202,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Julia Claire Randall,",19 Tacoma Street,Worcester,MA,1605,508-852-1805,,42.3022,-71.766,national,findtreatment.gov,BUPREN,,,,,,,,english
Lawrence High School,70-71 N Parish Rd,Lawrence,MA,1843,978-725-7400,,42.68996598,-71.145324,national,findtreatment.gov,HRSA,,,,,,,,english
"Monica Liao Chang,",230 Maple street,Holyoke,MA,1040,413-420-2200,,42.2072,-72.6083,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rekha Sundar,",10 Research Place,North Chelmsford,MA,1863,978-323-7085,,42.6021,-71.3503,national,findtreatment.gov,BUPREN,,,,,,,,english
"James L Baker,",Yawkey Center for Outpatient Care 3E,Boston,MA,2114,508-769-3426,,42.3616,-71.0695,national,findtreatment.gov,BUPREN,,,,,,,,english
"Farhad Radji,","21 School Street, Quincy,MA 02169",Quincy,MA,2169,617-302-3343,,42.2451,-71.0012,national,findtreatment.gov,BUPREN,,,,,,,,english
"Pich Hout, PA",22 Olde Canal Drive,Lowell,MA,1851,978-452-5155,,42.6232,-71.3509,national,findtreatment.gov,BUPREN,,,,,,,,english
"Daniel Gross, NP",85 Herrick Street,Beverly,MA,1915,978-816-2800,,42.5641,-70.8755,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Maireni Ricardo Cruz, M.D.",2033 Main Street,Athol,MA,1331,978-249-1295,,42.581,-72.1876,national,findtreatment.gov,BUPREN,,,,,,,,english
BHCHP Family Care Clinic,1785 Columbus Avenue,Roxbury,MA,2119,857-654-6610,,42.31994414,-71.0984327,national,findtreatment.gov,HRSA,,,,,,,,english
"Peatrice Zheng, PA",1256 Park Street,Stoughton,MA,2072,781-573-3977,,42.104,-71.068,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Elise Campagnolo, M.D.",NSMC Salem Hospital,Salem,MA,1970,978-741-1200,,42.5108,-70.9071,national,findtreatment.gov,BUPREN,,,,,,,,english
"Patrick Noone LaFond, PA",51 Locust st,Northampton,MA,1060,413-584-7425,,42.3332,-72.6566,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kristina Diane Quercia, NP",108 GROVE STREET,WORCESTER,MA,1605,774-209-5411,,42.2641,-71.8013,national,findtreatment.gov,BUPREN,,,,,,,,english
"Anthony Michael Pellegrino, PA",Mercy Medical Center,Springfield,MA,1104,508-633-2466,,42.1159,-72.5929,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jennifer Marie Alli, NP","Right Choice Health, LLC",Springfield,MA,1103,413-271-7136,,42.1081,-72.5933,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christopher Michael Ortiz, PA",339 Massachusetts Avenue,Arlington,MA,2169,844-265-8661,,42.4111,-71.1477,national,findtreatment.gov,BUPREN,,,,,,,,english
"Regina Mary Kowal, NP",900 Memorial Avenue,West Springfield,MA,1089,413-584-2173,,42.0954,-72.6128,national,findtreatment.gov,BUPREN,,,,,,,,english
"Heather Roose, PA",1233 Main Street,Holyoke,MA,1040,413-539-2958,,42.1659,-72.634,national,findtreatment.gov,BUPREN,,,,,,,,english
SALEM FAMILY HEALTH CENTER,47 Congress St,Salem,MA,1970,978-744-8388,https://www.nschi.org,42.51505716,-70.88919357,national,findtreatment.gov,HRSA,,,,,,,,english
Manet Attleboro,8 N Main Street,Attleboro,MA,2703,508-205-4600,https://www.manetchc.org,41.94472485,-71.28435169,national,findtreatment.gov,HRSA,,,,,,,,english
"Jeremy Scott Bookman, NP",35 Market Street,Lowell,MA,1921,987-459-0389,,42.6445,-71.3091,national,findtreatment.gov,BUPREN,,,,,,,,english
EMPath,10 Perthshire Rd,Brighton,MA,2135,617-782-7600,,42.35324004,-71.16611028,national,findtreatment.gov,HRSA,,,,,,,,english
"Dr. Geoffrey Alan Pechinsky, M.D.",269 Union St,Lynn,MA,1901,781-581-3900,,42.4652,-70.9436,national,findtreatment.gov,BUPREN,,,,,,,,english
"Brianne Ruth Fitzgerald, NP",Gavin Foundation,South Boston,MA,2127,617-268-5000,,42.3347,-71.0732,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jonathan Louis Harris, PA",780 Albany Street,Boston,MA,2118,857-654-1813,,42.3337,-71.0726,national,findtreatment.gov,BUPREN,,,,,,,,english
"Michael Stevens, PA",568 Main Street,Indian Orchard,MA,1151,413-301-7759,,42.1557,-72.4852,national,findtreatment.gov,BUPREN,,,,,,,,english
"Keith Stone Merlin,",650 Centre Street,Brockton,MA,2301,508-941-7508,,42.0862,-70.9926,national,findtreatment.gov,BUPREN,,,,,,,,english
CHP  Barrington OB-GYN,27 Lewis Ave,Great Barrington,MA,1230,413-528-1470,https://www.chpberkshires.org/,42.19198735,-73.37199485,national,findtreatment.gov,HRSA,,,,,,,,english
"Ariana Selby, PA",900 Cummings Center,Beverly,MA,1915,978-927-7246,,42.5587,-70.8874,national,findtreatment.gov,BUPREN,,,,,,,,english
Burnham Street,8 Burnham St,Turners Falls,MA,1376,413-325-8500,https://www.chcfc.org,42.5888918,-72.5743198,national,findtreatment.gov,HRSA,,,,,,,,english
Mobile Health Unit 2025,8 Burnham Street,Turners Falls,MA,1376,413-325-8500,https://www.chcfc.org,42.5888918,-72.5743198,national,findtreatment.gov,HRSA,,,,,,,,english
Codman Square Health Center,637 Washington St,Dorchester,MA,2124,617-825-9660,https://www.codman.org,42.2893818,-71.07201546,national,findtreatment.gov,HRSA,,,,,,,,english
INGALLS ELEMENTARY SCHOOL,1 Collins Street Ter,Lynn,MA,1902,781-593-0734,https://lchcnet.org/aboutus/,42.47159687,-70.93662626,national,findtreatment.gov,HRSA,,,,,,,,english
"Neil Ryan King,",123 Dwight Road,Longmeadow,MA,1106,413-233-4244,,42.0604,-72.5375,national,findtreatment.gov,BUPREN,,,,,,,,english
"Stefanie C Costello, PA",61 Industrial Park Rd,Plymouth,MA,2360,508-503-5020,,41.9397,-70.6461,national,findtreatment.gov,BUPREN,,,,,,,,english
"Theresa Maria Damien, NP",MCLEAN HOSPITAL - DIVISION OF ALCOHOL AND DRUG TREATMENT,BELMONT,MA,2478,617-855-2000,,42.3932,-71.1909,national,findtreatment.gov,BUPREN,,,,,,,,english
"Catherine Ann Garwood, APRN",125 North Elm Street,Westfield,MA,1085,413-568-6600,,42.1343,-72.7402,national,findtreatment.gov,BUPREN,,,,,,,,english
LifeBridge,56 Margin St,Salem,MA,1970,978-744-8388 x97882,,42.51820457,-70.89644434,national,findtreatment.gov,HRSA,,,,,,,,english
"Angela Marie Giza, NP",46 North Main Street,West Brookfield,MA,1585,508-867-8977,,42.2375,-72.1373,national,findtreatment.gov,BUPREN,,,,,,,,english
"Vanessa Loukas, NP",801 Massachusetts Ave,Boston,MA,2119,617-414-9157,,42.3383,-71.0749,national,findtreatment.gov,BUPREN,,,,,,,,english
"Thomas James Kwapien, JR PA",16 Chestnut Street,Westfield,MA,1085,413-519-9074,,42.1207,-72.7589,national,findtreatment.gov,BUPREN,,,,,,,,english
The Manet CHC Mobile Van,1 Washington St STE 140,Taunton,MA,2780,508-822-5500,https://www.manetchc.org,41.90108481,-71.09880804,national,findtreatment.gov,HRSA,,,,,,,,english
"Althea Corwyn Keeling, NP",Edward M. Kennedy Community Health Center,Worcester,MA,1605,508-852-1805,,36.0072,-106.1067,national,findtreatment.gov,BUPREN,,,,,,,,english
"Priyanka Seth, PA",121 Lincoln Street,Worcester,MA,1605,732-829-8336,,42.2772,-71.7946,national,findtreatment.gov,BUPREN,,,,,,,,english
"Karen T Haessler, PA",21 School Street,Quincy,MA,2169,617-302-3343,,42.2451,-71.0012,national,findtreatment.gov,BUPREN,,,,,,,,english
"Anayda De Jesus-Cruz, MD",687 N. Main  Street,Attleboro,MA,2703,508-222-3200,,41.9628,-71.2881,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kathleen Marion Sylvester, NP",1 Arch Pl,Greenfield,MA,1301,413-376-4343,,42.592,-72.6042,national,findtreatment.gov,BUPREN,,,,,,,,english
"Hasena Omanovic, NP",Massachusetts General Hospital,Boston,MA,2114,617-875-7651,,42.3625,-71.0644,national,findtreatment.gov,BUPREN,,,,,,,,english
"Holly M. Hunter, NP",42 Summer Street,Pittsfield,MA,1226,413-236-9100,,42.4529,-73.2539,national,findtreatment.gov,BUPREN,,,,,,,,english
"Melissa Irene Gardner, NP",30 Meadowbrook Road,Brockton,MA,2301,508-243-2985,,42.0572,-71.0086,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Ayobami Ojutalayo, MD",242 Sutton Street,North Andover,MA,1845,978-655-1987,,42.7076,-71.13,national,findtreatment.gov,BUPREN,,,,,,,,english
"Stephanie Ayan, NP",360 Merrimack Street,Lawrence,MA,3841,603-329-5686,,42.7036,-71.1424,national,findtreatment.gov,BUPREN,,,,,,,,english
1100 Washington Street,1100 Washington St STE 306,Dorchester,MA,2124,617-825-9660,https://www.codman.org,42.2739003,-71.06975117,national,findtreatment.gov,HRSA,,,,,,,,english
"Peter Amari, Jr. NP",Serenity NE,Haverhill,MA,1830,978-641-3001,,42.7643,-71.0464,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christopher A Bilodeau, NP",281 East Hartford Avenue,Uxbridge,MA,1569,508-278-5573,,42.0977,-71.6234,national,findtreatment.gov,BUPREN,,,,,,,,english
DotHouse Health,1353 Dorchester Ave,Dorchester,MA,2122,617-288-3230,https://www.dorchesterhouse.org,42.3043792,-71.05918536,national,findtreatment.gov,HRSA,,,,,,,,english
1235 Boston Road Facility,1235 Boston Rd,Springfield,MA,1119,413-739-1100,,42.1402001,-72.50283055,national,findtreatment.gov,HRSA,,,,,,,,english
"Karen Anne Little, NP",10 Centennial Drive,Peabody,MA,1960,978-826-7230,,42.5146,-71.1233,national,findtreatment.gov,BUPREN,,,,,,,,english
"Marina D Goldman, NP",CleanSlate Centers,Greenfield,MA,1301,413-626-1208,,42.5916,-72.6041,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kathleen Anne Haughton, NP",SaVida Health,West Springfield,MA,1089,802-448-5105,,42.1043,-72.6197,national,findtreatment.gov,BUPREN,,,,,,,,english
225 Sumner Street,225 Sumner St,Boston,MA,2128,617-569-5800,https://www.ebnhc.org,42.36860369,-71.03944162,national,findtreatment.gov,HRSA,,,,,,,,english
"Erin K Cooley, PA",Clean Slate,West Springfield,MA,1089,413-341-1787,,42.0954,-72.6128,national,findtreatment.gov,BUPREN,,,,,,,,english
Elder Service Plan,1135 Morton St FL 2,Mattapan,MA,2126,617-533-2400,,42.27578731,-71.0748912,national,findtreatment.gov,HRSA,,,,,,,,english
"Richard S Ferri, NP",310 Barnstable Road,Hyannis,MA,2601,774-216-9219,,41.6771,-70.0461,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christopher Joseph Shaw, NP",45 Johnswood Road,Roslindale,MA,2131,617-840-7326,,42.2825,-71.1232,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sharon Baribeau, NP",900 Memorial Avenue,West Springfield,MA,1089,413-584-2173,,42.0954,-72.6128,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nicole Ann Delmonico, PA",411 CHANDLER STREET,WORCESTER,MA,1602,774-202-2264,,42.2639,-71.8328,national,findtreatment.gov,BUPREN,,,,,,,,english
"Angelina Amy Hodgkins, PA",83 Hospital Road,Baldwinville,MA,1436,978-307-6964,,42.2639,-71.8328,national,findtreatment.gov,BUPREN,,,,,,,,english
95 Spring Bars Rd,95 Spring Bars Road,Falmouth,MA,2540,508-771-7417 x377,https://duffyhealthcenter.org/,41.55965808,-70.59327342,national,findtreatment.gov,HRSA,,,,,,,,english
6 Norfolk Street,6 Norfolk St,Dorchester,MA,2124,617-825-9660,https://www.codman.org,42.2899873,-71.07191118,national,findtreatment.gov,HRSA,,,,,,,,english
"Cathleen Mary O'Connell, NP",SaVida Health,West Springfield,MA,1089,413-732-0040,,42.1043,-72.6197,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Katherine Crabtree, MD",55 Fruit Street,Boston,MA,2114,510-926-0788,,42.3635,-71.0686,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nancy D Doubleday, NP",37 Jones Road,Pelham,MA,1002,413-221-2032,,42.3751,-72.4676,national,findtreatment.gov,BUPREN,,,,,,,,english
"Melissa Elizabeth Eaton, NP",CleanSlate Centers,Quincy,MA,2169,413-341-1780,,42.2481,-71.002,national,findtreatment.gov,BUPREN,,,,,,,,english
"Juliana Elizabeth Morris, MD",151 Everett Avenue,Chelsea,MA,2150,617-884-8300,,37.7573,-122.406,national,findtreatment.gov,BUPREN,,,,,,,,english
"HOLYOKE HEALTH CENTER, INC.",230 Maple St,Holyoke,MA,1040,413-420-2111,https://www.hhcinc.org/,42.20739618,-72.60851059,national,findtreatment.gov,HRSA,,,,,,,,english
"Christopher macdonald Biernacki, PA",725  North street,pittsfield,MA,1240,413-499-0412,,42.4596,-73.2492,national,findtreatment.gov,BUPREN,,,,,,,,english
"Mabel L Charron, NP",733 Chapin Street,Ludlow,MA,1056,413-775-3355,,42.1749,-72.4845,national,findtreatment.gov,BUPREN,,,,,,,,english
"Linda Marie Palmer, NP",50 No Second Street,New Bedford,MA,2740,774-644-7550,,41.636,-70.9241,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Tetyana Tarnavsky, M.D.",200 May street,Attleboro,MA,2703,508-761-8500,,41.9262,-71.3605,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nancy Curran, NP",170 Main Street,Tewksbury,MA,1827,781-348-9041,,42.6264,-71.2678,national,findtreatment.gov,BUPREN,,,,,,,,english
"Marina Treglia, NP",85 First Avenue,Waltham,MA,2451,781-647-7246,,42.3944,-71.2686,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Karin Janet Hemmingsen, M.D.",Clean Slate Centers,Plymouth,MA,2360,413-341-1780,,41.9397,-70.6461,national,findtreatment.gov,BUPREN,,,,,,,,english
"Neena Chaturvedi,",775 East Falmouth Highway,East Falmouth,MA,2536,508-904-3548,,41.5775,-70.547,national,findtreatment.gov,BUPREN,,,,,,,,english
"Susan St Amour, NP",386 Stanley Street,Fall River,MA,2721,508-235-7054,,41.7151,-71.1362,national,findtreatment.gov,BUPREN,,,,,,,,english
"Marilou J Bartus, NP",7 Pheasant Lane,Templeton,MA,1060,978-821-1408,,42.5815,-72.0585,national,findtreatment.gov,BUPREN,,,,,,,,english
"Melvaline Carvalho, NP",200 May Street,South Attleboro,MA,2703,508-761-8500,,41.9262,-71.3605,national,findtreatment.gov,BUPREN,,,,,,,,english
"Heidi Frietsch Groff, NP",780 Albany Street,Boston,MA,2118,508-654-1702,,42.3337,-71.0726,national,findtreatment.gov,BUPREN,,,,,,,,english
"Autumn J. Versace, NP",Baystate Health,Springfield,MA,1199,,,42.949,-72.2919,national,findtreatment.gov,BUPREN,,,,,,,,english
"Lynne Mary Gomes, NP",7 Railroad Ave,attleboro,MA,2703,339-368-7696,,41.624,-70.9385,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rachael Elizabeth Brow, PA",175 Connors Street,Gardner,MA,1440,978-410-6100,,42.5731,-71.9971,national,findtreatment.gov,BUPREN,,,,,,,,english
CHP Family Services,442 Stockbridge Rd,Great Barrington,MA,1230,413-528-0457,https://www.chpberkshires.org/  mkl,42.21956628,-73.34319304,national,findtreatment.gov,HRSA,,,,,,,,english
"Brian James Beauvais, PA",860 Boston Road,Springfield,MA,1095,413-297-2471,,42.1377,-72.516,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rozanne Marie Puleo, NP",269 Union Street,Lynn,MA,1901,781-581-3900,,42.4651,-70.9437,national,findtreatment.gov,BUPREN,,,,,,,,english
Outer Cape Health Services,2700 State Hwy Rte 6 UNIT 3,Wellfleet,MA,2667,508-214-0187,https://outercape.org,41.93734149,-70.02084693,national,findtreatment.gov,HRSA,,,,,,,,english
ST. FRANCIS HOUSE,39 Boylston Street,Boston,MA,2116,617-524-4704,,42.35234737,-71.06359298,national,findtreatment.gov,HRSA,,,,,,,,english
"Susan McMackin, NP",994 middle Street,Weymouth,MA,2188,781-803-2455,,42.192,-70.9499,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nancy Regan, NP",107 Commercial Street,Mashpee,MA,2649,508-477-7090,,41.6073,-70.4907,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. David Sean Robinson, MD",130 Liberty Street,Brockton,MA,2301,617-915-5075,,42.0547,-71.0606,national,findtreatment.gov,BUPREN,,,,,,,,english
"John Ryder Lentz, Jr",1 Arch Place,Greenfield,MA,1301,413-584-2173,,42.592,-72.6042,national,findtreatment.gov,BUPREN,,,,,,,,english
MANET CHC AT HOUGH'S NECK,1193 Sea Street,Quincy,MA,2169,617-471-8683,https://www.manetchc.org,42.26898418,-70.95270518,national,findtreatment.gov,HRSA,,,,,,,,english
St. Joseph's House,77 Winter St,Hyannis,MA,2601,508-771-1218,https://www.duffyhealthcenter.org,41.65398852,-70.28703639,national,findtreatment.gov,HRSA,,,,,,,,english
MANET CHC AT HULL,180 George Washington Boulevard,Hull,MA,2045,781-925-4550,https://www.manetchc.org,42.26269348,-70.86034181,national,findtreatment.gov,HRSA,,,,,,,,english
"Matthew Mello, PA",Cleanslate,New Bedford,MA,2740,774-202-2264,,41.624,-70.9385,national,findtreatment.gov,BUPREN,,,,,,,,english
"Alice Coakley Currie, NP",15 Tufts Street,CHARLESTOWN,MA,2129,857-238-1100,,42.3773,-71.0568,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dawn Williamson, NP",55 Fruit Street,Boston,MA,1945,617-359-5130,,42.3632,-71.0688,national,findtreatment.gov,BUPREN,,,,,,,,english
LCHC Consolidated Site,161 Jackson Street,Lowell,MA,1852,978-937-9700,https://www.lchealth.org,42.64213855,-71.31034557,national,findtreatment.gov,HRSA,,,,,,,,english
"Marguerite Edith Beiser, NP",780 Albany Street,Boston,MA,2118,857-654-1000,,42.3337,-71.0726,national,findtreatment.gov,BUPREN,,,,,,,,english
"Annie Lee Potter, NP",801 Massachusetts Avenue,Boston,MA,2118,617-414-5951,,42.333,-71.0736,national,findtreatment.gov,BUPREN,,,,,,,,english
"Marie Levesque, NP",20 Tower Office Park,Woburn,MA,1801,781-305-3300,,42.7037,-71.143,national,findtreatment.gov,BUPREN,,,,,,,,english
"Ketura'h Renee Edwards, NP",55 Dimock Street,Roxbury,MA,2119,617-442-8800,,42.3195,-71.0979,national,findtreatment.gov,BUPREN,,,,,,,,english
"Margaret Wilson Carr, NP",386 Stanley Street,Fall River,MA,2720,508-236-7006,,41.7152,-71.1363,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Ramon Alberto Suarez, M.D.",Lawrence Medical Center,Lawrence,MA,1840,978-655-5290,,42.6993,-71.1303,national,findtreatment.gov,BUPREN,,,,,,,,english
"Teresa Maye Kanev, PA",experience wellness center,springfield,MA,1104,413-732-0040,,42.1086,-72.596,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Robert Irwin Friedman,",4 Post Office Square,Taunton,MA,2780,508-823-5291,,41.902,-71.0946,national,findtreatment.gov,BUPREN,,,,,,,,english
"Keri Lee Grothe, NP",Brigham and Women's Primary Care,Foxborough,MA,2035,508-718-4050,,42.0071,-71.5063,national,findtreatment.gov,BUPREN,,,,,,,,english
"Silvia Yasmine Beaupre, NP",333 East Street,Pittsfield,MA,1201,413-499-0412,,42.4481,-73.2471,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jessica M Bossie, MD",70 BOLTWOOD WALK,AMHERST,MA,1002,413-835-4980,,42.2728,-71.7922,national,findtreatment.gov,BUPREN,,,,,,,,english
"Lisa Doherty Watt, NP",Massachusetts General Hospital,Boston,MA,2114,617-643-4693,,42.3641,-71.063,national,findtreatment.gov,BUPREN,,,,,,,,english
"Benjamin G Steinberg,",Cooley Dickinson Hospital,Northampton,MA,1060,413-582-2109,,42.3305,-72.6532,national,findtreatment.gov,BUPREN,,,,,,,,english
"Danielle Drake Grimm, NP",55 Dimock Street,Roxbury,MA,2119,617-442-8800,,42.3195,-71.0979,national,findtreatment.gov,BUPREN,,,,,,,,english
South High Health Center,170 Apricot St,Worcester,MA,1603,508-799-3346,https://www.fhcw.org,42.2423923,-71.86320886,national,findtreatment.gov,HRSA,,,,,,,,english
